LocalityID,GENERATION,FISHGROUP,RegionName,GrossWeightPrDay,MortalityByInputCount,EconomicFCR,InputCount,HarvestSuperiorGrossBiomass_KGRatio,EndWeightGross,TemperatureBackfill3m
14402,SS18,18.01.012,Finnmark,0.007595,0.115642,1.308728,141544.96,0.806452,5.2999662,6.582169
14402,SS18,18.01.010,Finnmark,0.00994,0.109749,1.261475,74163.98,0.875566,6.5776973,6.609361
14402,SS18,18.01.011,Finnmark,0.009959,0.104009,1.45473,74319.98,0.91793,6.4385792,6.630507
14402,SS18,18.01.006,Finnmark,0.009579,0.095524,1.174075,116826.97,0.961042,6.4929701,6.554429
14402,SS18,18.01.002,Finnmark,0.009463,0.088953,1.189967,116111.94,0.98592,6.2232156,6.55641
14402,SS18,18.01.009,Finnmark,0.009031,0.103191,1.200505,120315.98,0.937405,6.2871405,6.544344
14402,SS18,18.01.004,Finnmark,0.009172,0.09236,1.31604,116135.98,0.964947,6.2674815,6.55814
14402,SS18,18.01.005,Finnmark,0.00895,0.080973,1.230817,115969.96,0.968085,5.987605,6.561697
14402,SS20,20.01.001,Finnmark,0.009126,0.2826,1.419046,190963.97,0.718151,5.7219334,5.976353
14402,SS20,20.01.012,Finnmark,0.008399,0.094369,1.269176,107678.16,0.994392,5.6296089,6.284009
14402,SS20,20.01.006,Finnmark,0.007303,0.114178,1.231324,133218.56,1.000616,4.8706907,6.212347
14402,SS20,20.01.010,Finnmark,0.008201,0.097051,1.159936,133647.23,0.993681,5.6538197,6.314217
14402,SS20,20.01.004,Finnmark,0.006535,0.074766,1.222783,65634.32,0.987235,4.6063784,6.427129
14402,SS20,20.01.007,Finnmark,0.008095,0.117529,1.243923,134564.85,0.996487,5.3802534,6.25103
14402,SS20,20.01.011,Finnmark,0.008364,0.09512,1.229153,137547.94,0.986659,5.4602847,6.401895
14402,SS20,20.01.002,Finnmark,0.008206,0.122018,1.170213,98890.98,0.997287,5.3430954,6.424684
14402,SS20,20.01.009,Finnmark,0.008377,0.110241,1.389748,124106.13,0.99743,5.7152528,6.310134
14403,SS16,16.00.002,Finnmark,0.00872,0.193366,1.186285,128450.98,0.768055,6.1792391,6.481815
14403,SS16,16.00.004,Finnmark,0.0086,0.186792,1.208662,135402.97,0.797759,6.0448764,6.493913
14403,SS16,16.00.003,Finnmark,0.009,0.192273,1.162924,132516.97,0.816047,6.3845745,6.496848
14403,SS16,16.00.001,Finnmark,0.009824,0.135475,1.058623,62128.99,0.783881,6.0790356,6.410657
14404,SF17,17.01.001,Finnmark,0.005571,0.403957,1.40749,147384.96,0.52093,4.8681058,5.276111
14404,SF17,17.01.002,Finnmark,0.005401,0.318075,1.385231,145853.97,0.436973,4.6456844,5.170494
14404,SF17,17.01.003,Finnmark,0.005326,0.368788,1.732147,120760.97,0.472057,4.6280048,5.194261
14404,SF17,17.01.004,Finnmark,0.006369,0.239795,1.373976,122853.97,0.511568,5.3396222,5.219598
14404,SF17,17.01.005,Finnmark,0.007439,0.275845,1.403909,117301.96,0.542444,5.9600348,5.141782
14404,SF17,17.01.006,Finnmark,0.008212,0.236324,1.346036,113611.97,0.546993,6.3416512,5.127984
14404,SF17,17.01.007,Finnmark,0.0073,0.343963,1.329401,197595.95,0.551381,5.6926519,5.017707
14404,SS20,20.01.002,Finnmark,0.007846,0.144976,1.305522,192657.95,0.92687,5.3637096,6.31027
14404,SS20,20.01.008,Finnmark,0.007659,0.089322,1.194174,195223.97,1.005901,5.3734383,6.449709
14404,SS20,20.01.003,Finnmark,0.008336,0.163378,1.265766,193207.97,0.938702,5.60344,6.348061
14404,SS20,20.01.001,Finnmark,0.008864,0.34267,1.28426,199296.98,0.498543,5.569422,6.104515
14404,SS20,20.01.004,Finnmark,0.008331,0.100271,1.199218,192649.98,1.007847,5.5404291,6.36998
14404,SS20,20.01.005,Finnmark,0.008286,0.099844,1.197527,192461.98,1.005202,5.5480526,6.40409
14404,SS20,20.01.007,Finnmark,0.008179,0.099695,1.260921,121907.98,1.007625,5.4574934,6.448307
14405,SS19,19.01.002,Finnmark,0.008795,0.230742,1.410079,115773.97,0.489067,5.7593654,6.361084
14405,SS19,19.01.003,Finnmark,0.009327,0.157788,1.213304,121034.97,0.671876,6.0628373,6.359965
14405,SS19,19.01.007,Finnmark,0.006986,0.285886,1.545311,139236.98,0.446491,4.5783406,6.216211
14405,SS19,19.01.001,Finnmark,0.008316,0.193532,1.246405,189743.96,0.79794,5.5027843,6.365615
14405,SS19,19.01.004,Finnmark,0.009734,0.164365,1.281142,118125.98,0.9277,6.2304211,6.305982
14405,SS19,19.01.005,Finnmark,0.006993,0.547134,2.274325,139303.97,0.356625,4.3370492,6.173857
14405,SS19,19.01.006,Finnmark,0.007084,0.289501,1.491689,139023.99,0.407449,4.5262499,6.208149
24000,SF17,17.01.003,Rogaland,0.010183,0.093455,1.314046,40951.76,0.765781,5.0123654,10.600761
24000,SF17,17.01.005,Rogaland,0.010349,0.162056,1.179195,52568.52,0.470554,7.0659302,9.676779
24000,SF17,17.01.001,Rogaland,0.011059,0.105761,1.189882,150430.95,0.66036,6.7282414,10.121648
24000,SF17,17.01.004,Rogaland,0.010889,0.179485,1.297182,110016.19,0.410548,7.700982,9.627223
24000,SF17,17.01.002,Rogaland,0.011041,0.08368,1.304346,41427.48,0.780713,5.3672371,10.620393
24000,SF17,17.01.006,Rogaland,0.009183,0.163032,1.304292,60205.97,0.47373,6.6043577,9.631571
24000,SF19,19.01.002,Rogaland,0.008957,0.276785,1.532367,198994.97,0.835876,5.0301514,11.671652
24000,SF19,19.01.001,Rogaland,0.009475,0.169287,1.356729,198994.94,0.811282,6.4423738,10.87563
24000,SF19,19.01.003,Rogaland,0.011498,0.23471,1.345224,197076.96,0.772028,7.5994599,10.612136
24000,SS16,16.00.003,Rogaland,0.006639,0.194619,1.356292,153999.98,0.837179,3.828335,10.636033
24000,SS16,16.00.002,Rogaland,0.0063,0.181712,1.308878,158999.97,0.843399,3.6757697,10.615177
24000,SS16,16.00.001,Rogaland,0.006803,0.220518,1.394812,158999.98,0.894185,3.957993,10.673229
24001,SF18,18.01.001,Rogaland,0.011133,0.121349,1.161245,193436.97,0.905739,5.9397131,10.599677
24001,SF18,18.10.001,Rogaland,0.009868,0.133812,1.143701,189614.97,0.913266,5.9081129,9.521898
24001,SF18,18.07.001,Rogaland,0.011429,0.087397,1.320073,51384.95,0.904781,5.6044234,10.323473
24001,SF18,18.0A.001,Rogaland,0.012175,0.135252,1.152579,129299.82,0.888267,7.077588,9.770712
24001,SF18,18.07.002,Rogaland,0.012337,0.120905,1.046798,80430.62,0.889614,7.0701514,9.833218
24001,SF18,18.05.001,Rogaland,0.011351,0.138257,1.187021,150781.97,0.933289,6.7742205,9.709976
24001,SF18,18.03.001,Rogaland,0.011201,0.146888,1.246347,147923.96,0.925212,6.7872247,9.662555
24001,SF18,18.09.002,Rogaland,0.012197,0.201105,1.145437,72965.64,0.883253,7.3104491,9.616656
24001,SF18,18.02.001,Rogaland,0.010542,0.189735,1.230812,164869.97,0.918992,5.3981114,10.585898
24001,SF18,18.06.001,Rogaland,0.011169,0.153771,1.225782,148519.97,0.888559,6.9851184,9.524369
24001,SF18,18.08.001,Rogaland,0.011648,0.08659,1.322956,36209.53,0.927851,5.6663677,10.326542
24001,SF18,18.04.001,Rogaland,0.01192,0.198421,1.263679,149806.97,0.867311,7.4715779,9.483313
24001,SF18,18.09.001,Rogaland,0.01118,0.09032,1.311053,84697.32,0.956224,5.3059128,10.325739
24001,SF20,20.08.001,Rogaland,0.011355,0.138691,1.443454,166129.96,0.796544,6.058075,11.03672
24001,SF20,20.04.001,Rogaland,0.006733,0.191901,1.302127,188630.99,0.02,3.7211821,10.698102
24001,SF20,20.01.001,Rogaland,0.012694,0.151562,1.309143,105042.97,0.890832,5.3980312,9.630109
24001,SF20,20.11.001,Rogaland,0.003737,0.092801,1.30804,198967.99,0.157351,2.4981351,10.627569
24001,SF20,20.02.001,Rogaland,0.005733,0.340975,1.44354,183812.99,0.071396,3.6143173,11.210521
24001,SF20,20.07.001,Rogaland,0.011433,0.087613,1.310434,191639.94,0.82573,6.3187998,11.330826
24001,SF20,20.09.001,Rogaland,0.010902,0.164838,1.486955,162890.96,0.762999,6.1841312,11.409376
24001,SF20,20.06.001,Rogaland,0.00566,0.143152,1.366346,189506.07,0.067439,3.3664404,10.698102
24001,SF20,20.06.003,Rogaland,0.009027,0.076938,1.248178,8313.9,0.178674,3.6706502,9.067736
24001,SF20,20.05.001,Rogaland,0.012428,0.156383,1.441786,111225.97,0.946129,5.928464,10.530203
24002,SS16,16.01.007,Rogaland,0.01089,0.415216,1.792924,156848.97,0.867932,6.8870136,11.212391
24002,SS16,16.01.008,Rogaland,0.006501,0.427669,2.679045,148627.99,0.647947,4.440447,11.298898
24002,SS16,16.01.009,Rogaland,0.006332,0.282122,1.615871,144129.97,0.67288,4.3849982,11.265467
24002,SS16,16.01.004,Rogaland,0.010196,0.259182,1.403504,148538.97,0.847888,7.0687901,11.276295
24002,SS16,16.01.005,Rogaland,0.009385,0.194118,1.542761,159256.98,0.829806,6.6590102,11.270663
24002,SS16,16.01.006,Rogaland,0.010648,0.32717,1.597444,163302.96,0.892645,7.2520262,11.289293
24002,SS18,18.01.001,Rogaland,0.015343,0.256335,1.160075,138999.95,0.908784,7.0565154,10.210506
24002,SS18,18.01.002,Rogaland,0.014946,0.210271,1.264517,138999.97,0.875316,6.9605409,10.201457
24002,SS18,18.02.001,Rogaland,0.011664,0.216966,1.491802,192834.98,0.798688,5.5790034,10.295846
24002,SS18,18.02.002,Rogaland,0.011155,0.216736,1.448052,194283.98,0.888172,5.2863144,10.388581
24002,SS18,17.01.002,Rogaland,0.010667,0.084228,1.323392,158779.98,0.779952,5.6192055,10.272851
24002,SS18,17.01.001,Rogaland,0.012022,0.089394,1.22811,159580.98,0.833876,6.4440103,10.231731
24002,SS19,19.01.001,Rogaland,0.007729,0.860327,1.998858,179494.98,0.808144,4.7788663,11.924935
24002,SS19,19.10.002,Rogaland,0.013877,0.177199,1.312,102077.35,0.871357,6.9183916,11.050626
24002,SS19,19.07.001,Rogaland,0.011473,0.21233,1.33148,170957.95,0.906976,7.1092712,12.028854
24002,SS19,19.0A.001,Rogaland,0.011083,0.29838,1.5194,177633,0.671136,4.3882254,11.517153
24002,SS19,19.10.001,Rogaland,0.014632,0.16696,1.371947,81790.15,0.880923,7.6696666,11.140301
24002,SS19,19.09.001,Rogaland,0.012865,0.210404,1.279346,143415.97,0.855512,7.4246839,11.506392
24002,SS19,19.0B.001,Rogaland,0.010328,0.684044,2.851999,178685.99,0.723497,4.1597519,11.517153
24002,SS19,19.06.001,Rogaland,0.010902,0.635746,3.06609,162551.98,0.727353,6.7774966,12.030436
24002,SS19,19.08.001,Rogaland,0.011905,0.689542,2.566505,172251.99,0.928485,6.133162,11.39787
24002,SS21,21.02.007,Rogaland,0.010846,0.29966,1.778007,189626.98,0.860689,4.4784695,11.983182
24002,SS21,21.03.003,Rogaland,0.010956,0.219299,1.561205,60554.75,0.89783,4.3193498,12.210706
24003,SF17,17.01.001,Rogaland,0.008884,0.347478,1.442367,138999.98,0.483805,6.5173742,10.227776
24003,SF17,17.03.005,Rogaland,0.010384,0.164388,1.338273,92420.37,0.606533,7.8246252,9.738231
24003,SF17,17.02.003,Rogaland,0.009175,0.299897,1.418349,138036.17,0.609996,7.3418766,10.025594
24003,SF17,17.03.002,Rogaland,0.00988,0.159882,1.366018,80932.55,0.81583,6.1524166,10.294974
24003,SF17,17.01.002,Rogaland,0.01085,0.097411,1.316172,34664.6,0.884609,5.4728295,10.239071
24003,SF17,17.03.003,Rogaland,0.009199,0.198556,1.377686,115642.4,0.597243,6.9826456,9.698652
24003,SF17,17.01.004,Rogaland,0.012042,0.145077,1.339522,39320.87,0.889333,5.9399992,10.240119
24003,SF17,17.03.006,Rogaland,0.010202,0.166051,1.373243,60670.17,0.552968,7.533612,9.670136
24003,SF17,17.01.007,Rogaland,0.01326,0.280869,1.272736,110679.08,0.753207,9.1548558,9.406999
24003,SF17,17.02.001,Rogaland,0.010382,0.23991,1.411966,57928.79,0.82716,6.5764363,10.59905
24003,SF17,17.03.001,Rogaland,0.011263,0.117474,1.347237,43192.41,0.796953,6.7603074,10.343499
24003,SF17,17.04.001,Rogaland,0.012,0.48801,1.649044,143201.98,0.716224,7.878568,9.253903
24003,SF17,17.01.003,Rogaland,0.011683,0.207863,1.194548,144599.95,0.884135,6.2556034,10.027901
24003,SF17,17.01.009,Rogaland,0.011985,0.179686,1.202963,115535.36,0.748753,8.1114248,9.29897
24003,SF19,19.01.002,Rogaland,0.009703,0.067972,1.268021,-663.94,0.02,3.8386146,9.278461
24003,SF19,19.06.001,Rogaland,0.010023,0.27195,1.554716,198931.96,0.744279,6.7879454,10.393951
24003,SF19,19.01.001,Rogaland,0.011599,0.145097,1.257456,197047.86,0.742178,7.7536147,9.791212
24003,SF19,19.03.002,Rogaland,0.012,0.079443,1.335535,96.32,0.02,5.0090449,9.524546
24003,SF19,19.04.001,Rogaland,0.012812,0.096153,1.11564,124795.99,0.936736,5.1315284,9.201301
24003,SF19,19.05.002,Rogaland,0.009885,0.217049,1.375155,198158.37,0.804795,7.0553245,10.202984
24003,SF19,19.02.001,Rogaland,0.011364,0.151716,1.230516,197639.94,0.659944,7.2181544,9.935516
24003,SF19,19.05.001,Rogaland,0.010488,0.072881,1.240095,-233.43,0.38917,4.4068471,10.055451
24003,SF19,19.07.001,Rogaland,0.011005,0.195978,1.460806,198384.95,0.78458,6.1627024,11.342146
24003,SF19,19.08.002,Rogaland,0.011829,0.202044,1.365539,134630.44,0.730437,8.4409693,10.236641
24003,SF19,19.03.001,Rogaland,0.01426,0.102384,1.267989,144533.63,0.793693,7.7921262,10.919837
24003,SF19,19.08.001,Rogaland,0.011415,0.114443,1.338621,3579.49,0.102928,5.088446,10.273951
24004,SF18,18.05.001,Rogaland,0.010251,0.18036,1.197622,198921.97,0.946579,5.7179198,10.411769
24004,SF18,18.01.003,Rogaland,0.012856,0.16125,1.232719,114063.98,0.76854,6.9330083,11.009973
24004,SF18,18.01.002,Rogaland,0.012989,0.173439,1.236867,188686.93,0.893504,7.1081172,11.010716
24004,SF18,18.01.001,Rogaland,0.012622,0.12557,1.19318,189470.93,0.899733,6.131434,10.664452
24004,SF18,18.02.001,Rogaland,0.008984,0.135419,1.175213,197994.97,0.882876,5.4557116,10.554934
24004,SF18,18.06.001,Rogaland,0.009973,0.14252,1.223945,198479.97,0.953502,5.6797288,10.369298
24004,SF20,20.01.001,Rogaland,0.01131,0.243394,1.5341,185685.95,0.835206,5.7438998,10.597905
24004,SF20,20.02.001,Rogaland,0.010899,0.145358,1.327928,182862.96,0.936829,5.1863514,9.896813
24005,SF17,17.01.015,Rogaland,0.009764,0.14419,1.342262,150925.93,0.78795,6.5586014,10.534921
24005,SF17,17.01.014,Rogaland,0.009864,0.290182,1.466119,154597.98,0.799105,6.3744872,10.807923
24005,SF17,17.01.016,Rogaland,0.009261,0.40042,1.474627,193397.96,0.673514,6.6080018,10.286567
24005,SF17,17.01.013,Rogaland,0.008177,0.176273,1.432667,178102.97,0.768874,5.1447796,10.957603
24005,SF17,17.01.001,Rogaland,0.009439,0.258749,1.444816,149634.97,0.622239,6.7992977,10.162992
24005,SF17,17.01.018,Rogaland,0.008552,0.289868,1.49091,142511.97,0.628319,6.059459,10.416186
24005,SF17,17.01.019,Rogaland,0.010708,0.178638,1.362397,154901.94,0.763883,6.6497807,10.794682
24005,SF17,17.01.020,Rogaland,0.009092,0.203769,1.444362,157015.98,0.709337,5.3541812,10.983432
24006,SF16,16.00.002,Rogaland,0.009641,0.332684,1.487582,160108.97,0.670017,6.275916,9.665954
24006,SF16,16.00.001,Rogaland,0.008159,0.2173,1.322047,159620.95,0.40367,5.9570705,9.099149
24006,SF16,16.00.003,Rogaland,0.008595,0.287714,1.418384,159612.98,0.560893,6.0955048,9.166067
24006,SF16,16.00.004,Rogaland,0.009719,0.408116,1.622569,155208.99,0.733074,6.6244697,9.242418
24006,SF16,16.00.005,Rogaland,0.010402,0.342554,1.458589,156009.98,0.743507,6.8876484,9.356308
24006,SF16,16.00.006,Rogaland,0.009757,0.505016,1.745672,161070.99,0.563803,6.7879096,8.811749
24006,SF18,18.01.001,Rogaland,0.008847,0.132747,1.231801,198920.96,0.872466,5.2409301,9.543983
24006,SF18,18.01.002,Rogaland,0.008315,0.147057,1.261564,198983.96,0.845671,4.9316455,9.622371
24006,SF18,18.01.003,Rogaland,0.010054,0.141402,1.138533,171894.96,0.919726,5.5006877,9.770276
24006,SF18,18.01.004,Rogaland,0.009981,0.119722,1.012322,187115.96,0.936655,5.2015869,9.952234
24006,SF18,18.01.006,Rogaland,0.010417,0.152869,1.304892,186216.97,0.933729,5.6222079,9.844201
24006,SF18,18.01.005,Rogaland,0.009725,0.141209,1.25614,194768.94,0.91036,5.4441768,9.707138
24006,SS20,20.03.001,Rogaland,0.011794,0.366946,1.747175,198998.96,0.738459,6.5078432,10.168014
24006,SS20,20.02.001,Rogaland,0.012162,0.265211,1.54573,159065.99,0.888796,4.4239496,12.87924
24006,SS20,20.05.001,Rogaland,0.011245,0.409163,1.930002,197994.54,0.813739,6.1112836,10.158894
24006,SS20,20.05.003,Rogaland,0.007874,0.11318,1.305899,-407.57,0.02,3.392772,12.808535
24006,SS20,20.04.003,Rogaland,0.016056,0.252608,1.51926,70065.46,0.867971,8.7222398,10.231103
24006,SS20,20.04.001,Rogaland,0.015633,0.262613,1.544197,122432.47,0.83376,8.7283343,10.297047
24006,SS20,20.06.001,Rogaland,0.013244,0.369889,1.607599,169166.44,0.818972,7.5197326,10.249621
24006,SS20,20.06.003,Rogaland,0.011547,0.202842,1.535951,-41.5,0.203588,4.4735475,12.72196
24006,SS20,20.01.001,Rogaland,0.013713,0.336746,1.676739,169132.94,0.835093,7.5285755,10.16197
24007,SF17,17.03.004,Rogaland,0.011752,0.111479,1.374632,30788.3,0.816404,5.9757862,10.530961
24007,SF17,17.03.011,Rogaland,0.013331,0.144291,1.244461,80475.77,0.685734,8.8875699,9.520378
24007,SF17,17.03.002,Rogaland,0.012357,0.090568,1.329288,33681.9,0.812155,5.919632,10.610476
24007,SF17,17.03.003,Rogaland,0.012122,0.082905,1.329301,51893.2,0.929259,5.8068692,10.593066
24007,SF17,17.06.002,Rogaland,0.013028,0.172054,1.247654,110237.97,0.496043,8.5474182,9.78825
24007,SF17,17.03.001,Rogaland,0.012909,0.085234,1.330681,43453.05,0.925347,6.0962105,10.606467
24007,SF17,17.03.010,Rogaland,0.012882,0.18003,1.210714,124521.66,0.688887,8.4824521,9.506484
24007,SF17,17.01.001,Rogaland,0.012503,0.082387,1.18506,150817.95,0.925342,5.9164698,10.655994
24007,SF17,17.03.005,Rogaland,0.0122,0.114538,1.220276,117735.06,0.577369,7.4076743,9.740369
24007,SF17,17.03.009,Rogaland,0.013988,0.157152,1.209633,99796.93,0.690692,9.030653,9.530756
24007,SF17,17.06.001,Rogaland,0.011241,0.088443,1.326297,86266.99,0.785716,5.3476957,10.701489
24007,SF19,19.01.006,Rogaland,0.013831,0.148752,1.253765,124980.99,0.935463,6.2801933,11.164401
24007,SF19,19.01.007,Rogaland,0.013571,0.172415,1.297509,162499.97,0.954238,6.4778399,11.328666
24007,SF19,19.01.008,Rogaland,0.016966,0.117958,1.405094,41029.07,0.861009,6.3722242,10.403996
24007,SF19,19.03.001,Rogaland,0.013694,0.425239,1.5913,184899.96,0.816761,8.1500396,10.622172
24007,SF19,19.04.001,Rogaland,0.01349,0.292455,1.37838,133848.41,0.684574,8.4809148,10.374939
24007,SF19,19.02.001,Rogaland,0.012014,0.109644,1.267986,190902.95,0.788582,7.1050317,10.797669
24007,SF19,19.05.001,Rogaland,0.012724,0.175892,1.309414,191313.94,0.772201,7.883917,10.361452
24007,SF19,19.01.009,Rogaland,0.012839,0.309651,1.500955,116725.89,0.916004,6.2195865,11.363816
24007,SF19,19.01.001,Rogaland,0.013199,0.288688,1.369479,160867.98,0.946382,6.1121383,11.276985
24007,SF19,19.04.004,Rogaland,0.01204,0.157905,1.192181,58915.52,0.928787,7.0164117,10.912441
24007,SS16,16.03.001,Rogaland,0.00662,0.136135,1.198352,153326.98,0.798601,3.6110765,10.699583
24007,SS16,16.02.001,Rogaland,0.006171,0.130376,1.264728,153994.99,0.824481,3.415257,10.672744
24007,SS16,16.01.001,Rogaland,0.006066,0.169593,1.245608,157611.97,0.815135,3.4289148,10.774682
24007,SS16,16.04.003,Rogaland,0.00796,0.12242,1.334078,146636.95,0.925841,4.8383676,10.48869
24007,SS16,16.04.002,Rogaland,0.010308,0.146333,1.423615,162815.97,0.935229,6.1361475,10.508688
24007,SS16,16.04.001,Rogaland,0.012131,0.152836,1.218147,162696.96,0.884221,6.9014008,10.409457
24009,SS17,16.03.001,Rogaland,0.007769,0.490503,1.587061,149370.98,0.872466,5.8223377,8.959242
24009,SS17,16.03.002,Rogaland,0.007656,0.315859,1.483913,157455.97,0.812073,5.4812724,8.666133
24009,SS17,16.01.001,Rogaland,0.005614,0.395814,1.806982,98029.99,0.535587,4.5740789,9.088995
24009,SS17,16.02.001,Rogaland,0.00707,0.359072,1.646865,112157.99,0.673566,5.6148211,9.180803
24009,SS17,17.00.001,Rogaland,0.008238,0.270368,1.712307,141238.98,0.714594,4.800378,9.896554
24009,SS17,17.00.005,Rogaland,0.006517,0.325622,2.09147,153674.99,0.84565,4.2145054,9.946827
24009,SS17,17.00.004,Rogaland,0.007063,0.292615,1.875385,198867.98,0.793099,4.581718,9.793999
24009,SS17,16.00.001,Rogaland,0.01073,0.089576,1.109815,147345.96,0.821913,5.7567762,9.758739
24009,SS17,17.00.002,Rogaland,0.007991,0.260009,1.732819,134631.99,0.837796,4.8382735,10.154991
24009,SS17,17.00.003,Rogaland,0.007739,0.396981,2.273014,198897.98,0.759722,4.9017467,9.734869
24009,SS17,17.00.002,Rogaland,0.007207,0.199789,1.453624,174024.98,0.825233,4.1340252,9.658295
24009,SS17,17.00.004,Rogaland,0.005527,0.198217,1.630447,154918.98,0.716208,3.610644,9.618051
24009,SS17,17.00.003,Rogaland,0.007915,0.214182,1.542784,142169.98,0.757973,4.5251141,9.700484
24009,SS17,17.00.005,Rogaland,0.00548,0.217277,1.634969,155876.98,0.779183,3.5990814,9.646487
24009,SS17,17.00.001,Rogaland,0.007974,0.141378,1.433056,151474.98,0.855842,4.652669,9.667701
24009,SS17,16.00.001,Rogaland,0.009794,0.101579,1.162265,142485.98,0.867317,5.3373888,9.770613
24011,SF20,20.02.001,Rogaland,0.009558,0.20819,1.393941,198366.97,0.940705,4.3571625,9.972814
24011,SF20,20.03.001,Rogaland,0.010251,0.070097,1.086659,197484.99,0.978323,4.0707275,8.832265
24011,SF20,20.05.001,Rogaland,0.007436,0.282148,1.837574,159495.96,0.798981,3.9448005,10.535684
24011,SF20,20.07.001,Rogaland,0.00822,0.282652,1.586121,198833.92,0.660265,4.1299528,10.40442
24011,SS19,19.01.029,Rogaland,0.009454,0.324389,1.795998,193095.97,0.784835,5.6227424,10.338217
24011,SS19,19.01.028,Rogaland,0.013039,0.188277,1.321787,120262.95,0.637179,6.7510101,10.346072
24011,SS19,19.01.025,Rogaland,0.013761,0.207056,1.269167,117459.97,0.77864,7.3553706,10.519482
24011,SS19,19.01.030,Rogaland,0.012524,0.192332,1.33296,121276.97,0.725361,6.301577,10.392037
24011,SS19,19.01.036,Rogaland,0.009649,0.296957,1.607334,115553.81,0.935663,5.8773072,10.604438
24011,SS19,19.01.034,Rogaland,0.010615,0.414882,1.621562,148099.99,0.927535,6.1341796,10.617776
24011,SS19,19.01.037,Rogaland,0.009987,0.22877,1.595104,78807.17,0.923693,5.8961538,10.436692
24011,SS19,19.01.039,Rogaland,0.009372,0.298508,1.471269,91108.79,0.878283,5.6801681,10.491003
24011,SS19,19.01.031,Rogaland,0.00897,0.357432,1.809238,197049.98,0.881324,5.3046188,10.380286
24011,SS19,19.01.001,Rogaland,0.009981,0.241733,1.730825,102660.18,0.922811,6.0409362,10.58182
24011,SS19,19.01.022,Rogaland,0.012405,0.221528,1.326599,115067.97,0.685203,5.94105,10.462166
24012,SF16,16.00.017,Rogaland,0.011252,0.334106,1.948647,13102.93,0.930676,8.1319314,8.238886
24012,SF16,16.00.025,Rogaland,0.013371,0.205177,1.347883,34875.03,0.960352,9.620859,8.278751
24012,SF16,16.00.028,Rogaland,0.012669,0.191738,1.312594,6650.43,0.947359,9.2118876,8.298539
24012,SF16,16.00.030,Rogaland,0.014174,0.184661,1.196477,11333.24,0.958843,10.2462773,8.350837
24012,SF16,16.00.032,Rogaland,0.014081,0.158602,0.828164,4824.2,0.918854,10.3126133,8.454306
24012,SF16,16.00.003,Rogaland,0.013479,0.131347,1.250597,8758.08,0.931266,9.5092305,8.238886
24012,SF16,16.00.004,Rogaland,0.011436,0.312163,1.119052,74429.99,0.932642,7.3229841,8.252963
24012,SF18,18.01.005,Rogaland,0.014527,0.114445,1.114607,69616.98,0.856856,5.7205059,8.803501
24012,SF18,18.01.002,Rogaland,0.011281,0.128756,1.27465,79589.96,0.949322,6.2110135,10.148964
24012,SF18,18.01.001,Rogaland,0.012209,0.095712,1.063828,78320.98,0.962466,6.5771842,10.170365
24012,SF18,18.01.004,Rogaland,0.0126,0.116175,1.241437,79331.97,0.944412,6.8274539,10.148964
24012,SF18,18.01.003,Rogaland,0.01285,0.120656,1.18481,82332.99,0.952519,6.7123886,10.168986
24012,SF20,20.01.001,Rogaland,0.009117,0.165496,1.44032,80534.98,0.846155,5.1135648,10.643135
24012,SF20,20.02.001,Rogaland,0.008695,0.112944,1.401854,68933.98,0.946783,4.9349737,10.643135
24012,SF20,20.03.001,Rogaland,0.009105,0.102369,1.337215,33347.78,0.764873,5.0916784,10.643135
24012,SF20,20.04.001,Rogaland,0.00879,0.224901,1.518258,69490.99,0.955263,4.9788757,10.643135
24015,SF17,17.01.001,Rogaland,0.009595,0.096999,1.238116,51045.8,0.844207,4.7124647,9.745233
24015,SF17,17.01.010,Rogaland,0.015473,0.263784,1.360526,16631.61,0.688503,10.7312859,9.029338
24015,SF17,17.01.002,Rogaland,0.010694,0.189026,1.409427,42330.81,0.813225,8.0338364,9.099703
24015,SF17,17.01.013,Rogaland,0.014215,0.307009,1.457542,25854.17,0.729543,10.3936579,9.125777
24015,SF17,17.01.005,Rogaland,0.008877,0.16441,1.283858,76588.98,0.72343,6.3632695,9.056248
24015,SF19,19.01.017,Rogaland,0.02328,0.46623,2.198862,4355.11,0.824809,16.9506522,9.626208
24015,SF19,19.01.014,Rogaland,0.019282,0.247379,1.646996,1139.69,0.904839,13.8290589,9.496192
24015,SF19,19.01.016,Rogaland,0.017538,0.263622,1.648978,4176.76,0.959584,13.0830777,9.641155
24015,SF19,19.01.020,Rogaland,0.017756,0.264979,1.849008,12631.91,0.95246,13.4451671,9.698324
24015,SF19,19.01.003,Rogaland,0.020251,0.365078,1.59878,17507.22,0.782094,14.1305542,9.427202
24015,SF19,19.01.015,Rogaland,0.018351,0.392315,2.102808,7978.2,0.941602,13.4038016,9.55133
24015,SF19,19.01.013,Rogaland,0.017891,0.396772,1.806239,34953.81,0.749987,12.4610303,9.429008
24015,SF19,19.01.001,Rogaland,0.01812,0.166986,1.52367,17028.04,0.837032,9.1997802,10.220069
24101,SF16,16.00.002,Rogaland,0.006978,0.261026,1.778895,73999.98,0.642242,4.6678499,11.162615
24101,SF16,16.00.006,Rogaland,0.005379,0.291449,1.526428,74170.99,0.728434,3.7742262,9.72967
24101,SF16,16.00.010,Rogaland,0.005921,0.531372,2.29289,77352.99,0.435625,4.2583795,10.675044
